KO	Category	SuperPathway	SubPathway
K11984	Genetic Information Processing	Transcription	Spliceosome
K11984	Genetic Information Processing	Transcription	Spliceosome
K11984	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K11985	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K11986	Metabolism	Enzyme Families	Peptidases
K11986	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K11987	Metabolism	Lipid Metabolism	Arachidonic acid metabolism
K11987	Environmental Information Processing	Signal Transduction	VEGF signaling pathway
K11987	Human Diseases	Cancers	Pathways in cancer
K11987	Human Diseases	Cancers	Small cell lung cancer
K11987	Human Diseases	Infectious Diseases	Leishmaniasis
K11988	Metabolism	Enzyme Families	Peptidases
K11988	Environmental Information Processing	Signal Transduction	Hedgehog signaling pathway
K11988	Human Diseases	Cancers	Pathways in cancer
K11988	Human Diseases	Cancers	Basal cell carcinoma
K11989	Metabolism	Enzyme Families	Peptidases
K11989	Environmental Information Processing	Signal Transduction	Hedgehog signaling pathway
K11990	Metabolism	Enzyme Families	Peptidases
K11990	Environmental Information Processing	Signal Transduction	Hedgehog signaling pathway
K11991	Genetic Information Processing	Translation	Transfer RNA biogenesis
K11992	Metabolism	Lipid Metabolism	Primary bile acid biosynthesis
K11992	Cellular Processes	Transport and Catabolism	Peroxisome
K11993	Unknown function	Unknown function	Unknown function
K11994	Unknown function	Unknown function	Unknown function
K11995	Unknown function	Unknown function	Unknown function
K11996	Genetic Information Processing	Translation	Transfer RNA biogenesis
K11996	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K11996	Genetic Information Processing	Folding, Sorting and Degradation	Sulfur relay system
K11997	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K11998	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K11999	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12000	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12001	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12002	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12003	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12004	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12005	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12006	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12007	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12008	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12009	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12010	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12011	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12012	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12013	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12014	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12015	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12016	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12017	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12018	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12019	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12020	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12021	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12022	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12023	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12024	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12025	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12026	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12027	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12028	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12029	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12030	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12031	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12032	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12033	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12034	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12035	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12036	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12037	Genetic Information Processing	Folding, Sorting and Degradation	Ubiquitin system
K12038	Unknown function	Unknown function	Unknown function
K12039	Unknown function	Unknown function	Unknown function
K12040	Environmental Information Processing	Membrane Transport	Solute carrier family
K12040	Organismal Systems	Digestive System	Bile secretion
K12040	Organismal Systems	Digestive System	Protein digestion and absorption
K12040	Organismal Systems	Digestive System	Mineral absorption
K12040	Organismal Systems	Excretory System	Proximal tubule bicarbonate reclamation
K12041	Environmental Information Processing	Membrane Transport	Solute carrier family
K12042	Environmental Information Processing	Signal Transduction	Calcium signaling pathway
K12042	Cellular Processes	Cell Motility	Cytoskeleton proteins
K12043	Cellular Processes	Cell Motility	Cytoskeleton proteins
K12044	Cellular Processes	Cell Motility	Cytoskeleton proteins
K12044	Organismal Systems	Circulatory System	Cardiac muscle contraction
K12044	Human Diseases	Cardiovascular Diseases	Hypertrophic cardiomyopathy (HCM)
K12044	Human Diseases	Cardiovascular Diseases	Dilated cardiomyopathy (DCM)
K12045	Cellular Processes	Cell Motility	Cytoskeleton proteins
K12045	Organismal Systems	Circulatory System	Cardiac muscle contraction
K12045	Human Diseases	Cardiovascular Diseases	Hypertrophic cardiomyopathy (HCM)
K12045	Human Diseases	Cardiovascular Diseases	Dilated cardiomyopathy (DCM)
K12046	Cellular Processes	Cell Motility	Cytoskeleton proteins
K12047	Metabolism	Carbohydrate Metabolism	Galactose metabolism
K12047	Metabolism	Carbohydrate Metabolism	Starch and sucrose metabolism
K12047	Organismal Systems	Digestive System	Carbohydrate digestion and absorption
K12048	Environmental Information Processing	Membrane Transport	Secretion system
K12049	Environmental Information Processing	Membrane Transport	Secretion system
K12050	Environmental Information Processing	Membrane Transport	Secretion system
K12051	Environmental Information Processing	Membrane Transport	Secretion system
K12052	Environmental Information Processing	Membrane Transport	Secretion system
K12053	Environmental Information Processing	Membrane Transport	Secretion system
K12054	Environmental Information Processing	Membrane Transport	Secretion system
K12055	Environmental Information Processing	Membrane Transport	Secretion system
K12056	Environmental Information Processing	Membrane Transport	Secretion system
K12057	Environmental Information Processing	Membrane Transport	Secretion system
K12058	Environmental Information Processing	Membrane Transport	Secretion system
K12059	Environmental Information Processing	Membrane Transport	Secretion system
K12060	Environmental Information Processing	Membrane Transport	Secretion system
K12061	Environmental Information Processing	Membrane Transport	Secretion system
K12062	Environmental Information Processing	Membrane Transport	Secretion system
K12063	Environmental Information Processing	Membrane Transport	Secretion system
K12064	Environmental Information Processing	Membrane Transport	Secretion system
K12065	Environmental Information Processing	Membrane Transport	Secretion system
K12066	Environmental Information Processing	Membrane Transport	Secretion system
K12067	Environmental Information Processing	Membrane Transport	Secretion system
K12068	Environmental Information Processing	Membrane Transport	Secretion system
K12069	Environmental Information Processing	Membrane Transport	Secretion system
K12070	Environmental Information Processing	Membrane Transport	Secretion system
K12071	Environmental Information Processing	Membrane Transport	Secretion system
K12072	Environmental Information Processing	Membrane Transport	Secretion system
K12073	Metabolism	Metabolism of Cofactors and Vitamins	Ubiquinone and other terpenoid-quinone biosynthesis
K12074	Organismal Systems	Environmental Adaptation	Circadian rhythm - fly
K12075	Unknown function	Unknown function	Unknown function
K12076	Organismal Systems	Immune System	T cell receptor signaling pathway
K12076	Human Diseases	Infectious Diseases	HTLV-I infection
K12077	Metabolism	Enzyme Families	Protein kinases
K12077	Organismal Systems	Immune System	T cell receptor signaling pathway
K12077	Organismal Systems	Immune System	Fc epsilon RI signaling pathway
K12077	Organismal Systems	Nervous System	Neurotrophin signaling pathway
K12077	Human Diseases	Infectious Diseases	Hepatitis C
K12077	Human Diseases	Infectious Diseases	Toxoplasmosis
K12078	Environmental Information Processing	Membrane Transport	Secretion system
K12079	Environmental Information Processing	Membrane Transport	Secretion system
K12080	Environmental Information Processing	Membrane Transport	Secretion system
K12081	Environmental Information Processing	Membrane Transport	Secretion system
K12082	Environmental Information Processing	Membrane Transport	Secretion system
K12083	Environmental Information Processing	Membrane Transport	Secretion system
K12084	Environmental Information Processing	Membrane Transport	Secretion system
K12085	Environmental Information Processing	Membrane Transport	Secretion system
K12086	Environmental Information Processing	Membrane Transport	Secretion system
K12087	Environmental Information Processing	Membrane Transport	Secretion system
K12088	Environmental Information Processing	Membrane Transport	Secretion system
K12089	Environmental Information Processing	Membrane Transport	Secretion system
K12090	Environmental Information Processing	Membrane Transport	Secretion system
K12091	Environmental Information Processing	Membrane Transport	Secretion system
K12092	Environmental Information Processing	Membrane Transport	Secretion system
K12093	Environmental Information Processing	Membrane Transport	Secretion system
K12094	Environmental Information Processing	Membrane Transport	Secretion system
K12095	Environmental Information Processing	Membrane Transport	Secretion system
K12096	Environmental Information Processing	Membrane Transport	Secretion system
K12097	Environmental Information Processing	Membrane Transport	Secretion system
