Category	SuperPathway	SubPathway	Gene	KOAnnot
Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid_biosynthesis	K16086	E3.1.7.10; (13E)-labda-7,13-dien-15-ol synthase
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16093	bacA; bacitracin synthase 1
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16094	bacB; bacitracin synthase 2
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16095	bacC; bacitracin synthase 3
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16096	grsA; gramicidin S synthase 1
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16097	grsB; gramicidin S synthase 2
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16098	vioF; nonribosomal peptide synthetase protein VioF
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16099	vioA; nonribosomal peptide synthetase protein VioA
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16100	vioI; nonribosomal peptide synthetase protein VioI
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16101	vioG; nonribosomal peptide synthetase protein VioG
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16102	vioO; nonribosomal peptide synthetase protein VioO
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16103	vioM; nonribosomal peptide synthetase protein VioM
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16104	vioJ; 2,3-diaminopropionyl alpha,beta-desaturase
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16105	vioL; carbamoyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16106	blmVI; nonribosomal peptide synthetase protein BlmVI
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16107	blmV; nonribosomal peptide synthetase protein BlmV
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16108	blmX; nonribosomal peptide synthetase protein BlmX
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16109	blmIX; nonribosomal peptide synthetase protein BlmIX
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16110	blmVIII; nonribosomal peptide synthetase protein BlmVIII
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16111	blmVII; nonribosomal peptide synthetase protein BlmVII
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16112	blmIV; nonribosomal peptide synthetase protein BlmIV
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16113	blmIII; nonribosomal peptide synthetase protein BlmIII
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16114	blmE; glycosyl transferase protein BlmE
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16115	blmF; glycosyl transferase / beta-hydroxylase protein BlmF
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16116	snbA; pristinamycin I synthetase 1
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16117	snbC; pristinamycin I synthase 2
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16118	snbDE; pristinamycin I synthase 3 and 4
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16119	licA; lichenysin synthetase A
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16120	licB; lichenysin synthetase B
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16121	licC; lichenysin synthetase C
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16122	tycA; tyrocidine synthetase I
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16123	tycB; tyrocidine synthetase II
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16124	tycC; tyrocidine synthetase III
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16125	syrE; syringomycin synthetase protein SyrE
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16126	syrB1; Syringomycin synthetase protein SyrB1
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16127	mcyG; microcystin synthetase protein McyG
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16128	mcyD; microcystin synthetase protein McyD
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16129	mcyE; microcystin synthetase protein McyE
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16130	mcyA; microcystin synthetase protein McyA
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16131	mcyB; microcystin synthetase protein McyB
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16132	mcyC; microcystin synthetase protein McyC
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16133	mcyI; microcystin synthetase protein McyI
Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal_peptide_structures	K16134	mcyJ; microcystin synthetase protein McyJ
Environmental Information Processing	Signal transduction	Hippo_signaling_pathway	K16144	AFP; alpha-fetoprotein
Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	K16146	pep2; maltokinase
Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	K16147	glgE; starch synthase (maltosyl-transferring)
Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	K16148	glgA; starch synthase
Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	K16149	K16149; 1,4-alpha-glucan branching enzyme
Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	K16150	K16150; glycogen(starch) synthase
Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	K16153	K16153; phosphorylase / glycogen(starch) synthase
Metabolism	Energy metabolism	Methane_metabolism	K16157	mmoX; methane monooxygenase component A alpha chain
Metabolism	Energy metabolism	Methane_metabolism	K16158	mmoY; methane monooxygenase component A beta chain
Metabolism	Energy metabolism	Methane_metabolism	K16159	mmoZ; methane monooxygenase component A gamma chain
Metabolism	Energy metabolism	Methane_metabolism	K16160	mmoB; methane monooxygenase regulatory protein B
Metabolism	Energy metabolism	Methane_metabolism	K16161	mmoC; methane monooxygenase component C
Metabolism	Energy metabolism	Methane_metabolism	K16162	mmoD; methane monooxygenase component D
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K16163	K16163; maleylpyruvate isomerase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K16164	K16164; acylpyruvate hydrolase
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K16165	nagK; fumarylpyruvate hydrolase
Organismal Systems	Environmental adaptation	Circadian_rhythm_-_plant	K16166	PAP1, MYB75; transcription factor MYB75
Metabolism	Amino acid metabolism	Tyrosine_metabolism	K16171	faaH; fumarylacetoacetate (FAA) hydrolase
Environmental Information Processing	Signal transduction	FoxO_signaling_pathway	K16172	IRS1; insulin receptor substrate 1
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K16173	E1.3.99.32; glutaryl-CoA dehydrogenase (non-decarboxylating)
Human Diseases	Cancers	Viral_carcinogenesis	K16174	MRPS18B, MRPS18-2; small subunit ribosomal protein S18b, mitochondrial
Environmental Information Processing	Signal transduction	Hippo_signaling_pathway	K16175	SCRIB; protein scribble
Metabolism	Energy metabolism	Methane_metabolism	K16176	mtmB; methylamine---corrinoid protein Co-methyltransferase
Metabolism	Energy metabolism	Methane_metabolism	K16177	mtmC; monomethylamine corrinoid protein
Metabolism	Energy metabolism	Methane_metabolism	K16178	mtbB; dimethylamine---corrinoid protein Co-methyltransferase
Metabolism	Energy metabolism	Methane_metabolism	K16179	mtbC; dimethylamine corrinoid protein
Metabolism	Amino acid metabolism	Lysine_biosynthesis	K16180	pylB; methylornithine synthase
Metabolism	Amino acid metabolism	Lysine_biosynthesis	K16181	pylC; pyrrolysine biosynthesis protein PylC
Metabolism	Amino acid metabolism	Lysine_biosynthesis	K16182	pylD; pyrrolysine biosynthesis protein PylD
Environmental Information Processing	Signal transduction	AMPK_signaling_pathway	K16184	AKT1S1, PRAS40; proline-rich AKT1 substrate 1
Environmental Information Processing	Signal transduction	mTOR_signaling_pathway	K16185	RRAGA_B; Ras-related GTP-binding protein A/B
Environmental Information Processing	Signal transduction	mTOR_signaling_pathway	K16186	RRAGC_D; Ras-related GTP-binding protein C/D
Environmental Information Processing	Signal transduction	Plant_hormone_signal_transduction	K16189	PIF4; phytochrome-interacting factor 4
Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	K16190	GLCAK; glucuronokinase
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K16194	EIF2AK1; eukaryotic translation initiation factor 2-alpha kinase 1
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K16195	EIF2AK2; eukaryotic translation initiation factor 2-alpha kinase 2
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K16196	EIF2AK4; eukaryotic translation initiation factor 2-alpha kinase 4
Environmental Information Processing	Signal transduction	Hippo_signaling_pathway	K16197	YWHAB_Q_Z; 14-3-3 protein beta/theta/zeta
Environmental Information Processing	Signal transduction	Hippo_signaling_pathway	K16198	YWHAG_H; 14-3-3 protein gamma/eta
Environmental Information Processing	Membrane transport	ABC_transporters	K16199	dppE; dipeptide transport system substrate-binding protein
Environmental Information Processing	Membrane transport	ABC_transporters	K16200	dppB1; dipeptide transport system permease protein
Environmental Information Processing	Membrane transport	ABC_transporters	K16201	dppC1; dipeptide transport system permease protein
Environmental Information Processing	Membrane transport	ABC_transporters	K16202	dppD1; dipeptide transport system ATP-binding protein
Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	K16204	PEN6; seco-amyrin synthase
Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	K16205	PEN3; tirucalladienol synthase
Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	K16206	BARS1; baruol synthase
Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid_and_triterpenoid_biosynthesis	K16207	MRN1; marneral synthase
Organismal Systems	Environmental adaptation	Circadian_rhythm_-_plant	K16221	TCP21, CHE; transcription factor TCP21 (protein CCA1 HIKING EXPEDITION)
Organismal Systems	Environmental adaptation	Circadian_rhythm_-_plant	K16222	CDF1; Dof zinc finger protein DOF5.5
Organismal Systems	Environmental adaptation	Circadian_rhythm_-_plant	K16223	FT; protein FLOWERING LOCUS T
Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	K16224	FRK1; senescence-induced receptor-like serine/threonine-protein kinase
Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	K16225	WRKY52, RRS1; probable WRKY transcription factor 52
Organismal Systems	Environmental adaptation	Plant-pathogen_interaction	K16226	RPS4; disease resistance protein RPS4
Organismal Systems	Environmental adaptation	Circadian_rhythm_-_plant	K16240	SPA1; protein suppressor of PHYA-105 1
Organismal Systems	Environmental adaptation	Circadian_rhythm_-_plant	K16241	HY5; transcription factor HY5
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K16242	dmpN, poxD; phenol hydroxylase P3 protein
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K16243	dmpL, poxC; Phenol hydroxylase P1 protein
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K16244	dmpM, poxB; phenol hydroxylase P2 protein
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K16245	dmpO, poxE; phenol hydroxylase P4 protein
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K16246	dmpP, poxF; phenol hydroxylase P5 protein
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K16249	dmpK, poxA; phenol hydroxylase P0 protein
Metabolism	Energy metabolism	Methane_metabolism	K16254	mxaJ; mxaJ protein
Metabolism	Energy metabolism	Methane_metabolism	K16255	mxaG; cytochrome c-L
Metabolism	Energy metabolism	Methane_metabolism	K16256	mxaA; mxaA protein
Metabolism	Energy metabolism	Methane_metabolism	K16257	mxaC; mxaC protein
Metabolism	Energy metabolism	Methane_metabolism	K16258	mxaK; mxaK protein
Metabolism	Energy metabolism	Methane_metabolism	K16259	mxaL; mxaL protein
Metabolism	Energy metabolism	Methane_metabolism	K16260	mxaD; mxaD protein
Metabolism	Metabolism of other amino acids	Cyanoamino_acid_metabolism	K16265	CYP71E7; 2-methylbutanal oxime monooxygenase
Metabolism	Metabolism of other amino acids	Cyanoamino_acid_metabolism	K16266	UGT85K; cyanohydrin UDP-glucosyltransferase
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K16268	todC2, bedC2; benzene/toluene dioxygenase beta subunit
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	K16269	todD; cis-1,2-dihydrobenzene-1,2-diol dehydrogenase
Metabolism	Xenobiotics biodegradation and metabolism	Xylene_degradation	K16270	todE; 3-methylcatechol 2,3-dioxygenase
Environmental Information Processing	Membrane transport	ABC_transporters	K16299	eexD; ATP-binding cassette, subfamily C, bacterial EexD
Metabolism	Xenobiotics biodegradation and metabolism	Xylene_degradation	K16303	cmtAc; p-cumate 2,3-dioxygenase beta subunit
Metabolism	Xenobiotics biodegradation and metabolism	Xylene_degradation	K16304	cmtAd; p-cumate 2,3-dioxygenase ferredoxin subunit
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K16305	K16305; fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K16306	K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
Organismal Systems	Endocrine system	Glucagon_signaling_pathway	K16311	SIK2; serine/threonine-protein kinase SIK2
Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate_degradation	K16319	andAc; anthranilate 1,2-dioxygenase large subunit
Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate_degradation	K16320	andAd; anthranilate 1,2-dioxygenase small subunit
Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	K16328	psuK; pseudouridine kinase
Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	K16329	psuG; pseudouridine-5'-phosphate glycosidase
Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	K16330	K16330; pseudouridine-5'-phosphate glycosidase / pseudouridine kinase
Environmental Information Processing	Signal transduction	FoxO_signaling_pathway	K16332	RBL2; retinoblastoma-like protein 2
Environmental Information Processing	Signal transduction	PI3K-Akt_signaling_pathway	K16333	CRTC2, TORC2; CREB-regulated transcription coactivator 2
Human Diseases	Infectious diseases	HTLV-I_infection	K16334	CRTC3, TORC3; CREB-regulated transcription coactivator 3
Environmental Information Processing	Signaling molecules and interaction	Cell_adhesion_molecules_CAMs	K16336	SDC2; syndecan 2
Environmental Information Processing	Signaling molecules and interaction	Cell_adhesion_molecules_CAMs	K16337	SDC3; syndecan 3
Environmental Information Processing	Signaling molecules and interaction	ECM-receptor_interaction	K16338	SDC4; syndecan 4
Environmental Information Processing	Signal transduction	PI3K-Akt_signaling_pathway	K16339	THEM4, CTMP; thioesterase superfamily member 4
Environmental Information Processing	Signal transduction	PI3K-Akt_signaling_pathway	K16340	PHLPP; PH domain and leucine-rich repeat-containing protein phosphatase
Environmental Information Processing	Signal transduction	FoxO_signaling_pathway	K16341	BCL2L11, BIM; Bcl-2-like protein 11
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K16342	PLA2G4, CPLA2; cytosolic phospholipase A2
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K16343	PLA2G6, IPLA2; calcium-independent phospholipase A2
Human Diseases	Infectious diseases	Hepatitis_B	K16344	HBXIP; hepatitis B virus X-interacting protein
